剧本,脚本
韩卢逐逡,韩卢逐鵕
扑打,扑挞
画虎不成反类狗,画虎不成反类犬
什物,实物
目目相觑,面面相觑
大煞风景,大煞风趣
完工,完竣
三十六策，走为上策,三十六计，走为上计
鹄峙鸾停,鹄峙鸾停
上头,上面
解甲归田,退役还乡
势均力敌,平分秋色
气愤,气忿
听任,听凭
后援,后盾
雀占鸠巢,鸠夺鹊巢
到手,得手
欢呼,欢叫
曲意承迎,曲意逢迎
身历其境,身当其境
贱人,贱货
扫地以尽,扫地俱尽
呵欠,欠伸
散落,洒落
伪装,假装
委婉,婉约
打门,敲门
束手坐视,束手旁观
井蛙之见,蓬间之雀
当今,目前
陡峻,陡峭
鲸波鳄浪,鲸波怒浪
停战,寝兵
五零二落,五零四散
莫测高深,神秘莫测
紧张,急急
枉费,徒劳
节奏,节律
恢宏大度,恢廓大度
呜咽,啼哭
及时,实时
东奔西走,东跑西颠
熟能生巧,久经沙场
当头一棒,当头棒喝
难解,难懂
拾零,琐闻
情报,谍报
无思无虑,无虑无思
铁心,死心
悔过,悔悟
牌坊,牌楼
室迩人远,室迩人遥
速度,速率
价廉物美,物美价廉
径情直行,径情直遂
淡然,漠然
投闲置散,牛鼎烹鸡
涣发大号,涣汗大号
破涕为笑,破愁为笑
望尘拜伏,望尘而拜
弄神弄鬼,弄神弄鬼
识途老马,大方之家
涂歌巷舞,涂歌邑诵
同时兼备,兼而有之
鼎足而居,鼎足而立
后世,儿女
胡思乱量,胡思乱想
对抗,匹敌
马不解鞍,马不停蹄
劝说,劝告
头绪,脉络
忘年之契,忘年交
眉飞眼笑,眉欢眼笑
阶层,阶级
属目,夺目
首屈一指,数一数二
桃红柳绿,景色宜人
毫不,绝不
设计,设想
敲金击玉,敲金击石
塞责,唐塞
九鼎大吕,黄钟大吕
气冲霄汉,气冲斗牛
为非作歹,为非作恶
倾诉,倾吐
赍志而殁,赍志而没
七擒七纵,七擒七纵
二百五,傻头傻脑
深计远虑,深思远虑
结义,结拜
狐埋狐扬,狐埋狐搰
定则,定章
试吃,品尝
奇妙无比,神乎其神
忽闪,闪烁
低头搭脑,低头耷脑
大厦将颠,大厦将倾
女士,密斯
渐至佳境,渐入佳境
威迫利诱,威逼利诱
忌惮,畏忌
属下,手下
品评,批评
贺喜,道贺
断命,去逝
交纳,缴纳
磨折,磨难
逆坂走丸,逆阪走丸
事主,当事人
文官,文吏
送往迎来,送去迎来
寒微,微贱
韩寿分香,韩寿偷香
颠来播去,颠来簸去
善政,德政
启示,启迪
世态炎凉,酸甜苦辣
四周,角落
话里有话,大有文章
上下同心,上下同欲
缩成一团,蜷成一团
泥而不滓,涅而不缁
敲山振虎,敲山震虎
探伤,探测
玩具,玩物
男大须婚,男大当婚
识时达变,识时通变
申明,声名
攀花折柳,眠花卧柳
饯行,送行
受之无愧,当之无愧
独自,单独
时刻不忘,每饭不忘
马队,骑兵
断章截句,断章摘句
求道于盲,问道于盲
坚信不疑,深信不疑
誓死不贰,誓死不渝
旁推侧引,旁指曲谕
说古谈今,说今道古
明查暗访,明察暗访
乜乜些些,乜乜斜斜
命运,气运
喝斥,呵责
季世,末世
无影无踪,九霄
尽心,全心
投石拔距,投石超距
绝圣弃智,绝圣弃知
伤心,酸心
探囊胠箧,胠箧探囊
接壤,交界
螳臂挡车,螳臂当车
借尸还魂,借尸还阳
当场出丑,当场出彩
迷人眼目,欺人之谈
雕梁画栋,雕梁绣柱
贫嘴恶舌,贫嘴饿舌
黄口孺子,黄口小儿
好奇,奇怪
缓急轻重,轻重缓急
画图,绘图
佩带,佩戴
挤眉弄眼,弄眉挤眼
私信,私函
邈以山河,邈若河山
势合形离,貌合神离
其貌不扬,蛇头鼠眼
维系,结合
绘制,绘画
恶妻,泼妇
启动,驱动
慰藉,慰问
假寓,定居
无边无际,海阔天高
谈笑自若,泰然自若
虎体元斑,虎体原斑
灰头土脸,灰头土面
名落孙山,曝腮龙门
迷而不反,迷而不返
低三下四,男娼女盗
好吃懒做,贪安好逸
焦头烂额,头焦额烂
搢绅之士,搢绅先生
聚米为山,聚米为谷
惋惜,惘然
歹心,黑心
田鸡,青蛙
失张失志,失张失致
恃才傲物,矜才使气
