敝绨恶粟,敝衣粝食
土语,土音
旦夕,晨夕
不可名状,不可言宣
痛快,畅快
草行露宿,餐风露宿
丁一卯二,丁一确二
推广,推行
风靡一时,风行一时
暴戾恣睢,暴虐无道
辅车相依,耳鬓厮磨
粗俗,鄙俚
断缣寸纸,断缣尺楮
得不偿失,贪小失大
包罗,包含
垂涎三尺,馋涎欲滴
冲坚毁锐,冲锋陷阵
富丽堂皇,雕栏玉砌
头绪,端倪
风流,风致
本地,当地
不打紧,不至紧
财匮力绌,财竭力尽
卑恭屈节,卑躬屈膝
大惊失色,胆战心惊
风行草从,风行草偃
分茅列土,分茅锡土
风流佳话,风流韵事
雕章绘句,雕章缋句
猜忌,猜疑
不得善终,不得其死
贪生怕死,贪图享受
得寸得尺,得尺得寸
包涵,包含
餐风宿雨,戴月披星
百折不屈,百折不摧
对面,当面
抬高,提高
登峰造极,登堂入室
恫疑虚喝,恫疑虚猲
抵抗,抵当
妥洽,调和
傍人依户,傍人门户
出险,脱险
风闻,传闻
冰释冻解,冻解冰释
得过且过,听天由命
刀锯鼎镬,刀锯鼎镬
丹方,方剂
称颂,称扬
币重言甘,卑辞重币
暴虐,残酷
别辟蹊径,别开蹊径
呈现,吐露
调谢,残落
投环,投缳
罢了,而已
得陇望蜀,贪心不足
抽噎,抽咽
偷空,偷闲
他心,贰心
慈悲,慈详
囤积居奇,操赢致奇
不识大体,放饭流歠
舵手,船夫
蛾翠,蛾黛
才薄智浅,才疏学浅
赤手上阵,赤膊上阵
否去泰来,否往泰来
勃然变色,怫然作色
帮狗吃食,帮虎吃食
天气,天色
不妥,不当
否决,驳斥
出书,出版
胆大妄为,胆大如斗
丰登,丰产
放诞不拘,放浪不拘
本固枝荣,本固邦宁
呆头呆脑,笨手笨脚
天长地久,成年累月
天国,天堂
巴巴急急,巴巴结结
财气,财运
奔跑,奔走
担待,担戴
颁布,颁发
盗怨主人,盗憎主人
缔交,订交
保残守缺,陈陈相因
同胞,本族
放荡不羁,吊尔郎当
富埒王侯,肥马轻裘
土语,土话
别的,此外
悲恸,悲哀
碧波浩淼,风平浪静
愤恨,怫郁
称孤道寡,称王称霸
饱人不知饿人饥,饱汉不知饿汉饥
并列,并排
不吝赐教,不吝指教
病入膏肓,不可救药
发上冲冠,发踊冲冠
扼腕叹息,扼腕长叹
呆头呆脑,呆若木鸡
触目伤怀,触景伤情
挑衅,挑拨
筚路蓝缕,褴褛筚路
调停,调和
推进,促进
波涛,波浪
特准,特许
笨头笨脑,瘪头瘪脑
反映,反思
登岸,登陆
兵贵神速,风驰电掣
变化无常,出没无常
低吟,低唱
裁撤,撤消
避坑落井,避井入坎
天崩地坍,天崩地塌
丰姿,丰采
出类拔萃,栋梁之材
冯河暴虎,暴虎冯河
扶持,搀扶
彻首彻尾,彻头彻尾
创办,创始
不偏不倚,不偏不党
底细,底蕴
宠任,宠信
恬然,泰然
推诚相见,推心置腹
对牛弹琴,白费口舌
蹈厉奋发,奋发图强
春蚓秋蛇,春蛇秋蚓
不虞,不意
不安,担心
不易之论,颠扑不破
不厌其烦,不胜其烦
飞翔,飞行
德言工貌,德言工容
茶肆,茶馆
吊唁,吊问
半生不熟,半生半熟
负固不服,负固不宾
百花齐放,百花争艳
抽噎,抽泣
成王败寇,成则为王，败则为寇
洞见症结,洞若观火
查看,察访
搬唇弄舌,搬唇递舌
成绩,得益
垂纶,垂钓
唱沙作米,唱筹量沙
匆匆,匆促
醇酒美人,醇酒妇人
雕章琢句,雕章镂句
粗俗,粗鄙
天地经纬,天经地纬
避开,避让
甜嘴蜜舌,甜言蜜语
妥贴,停当
出手,脱手
负气,斗气
特征,特质
不白之冤,覆盆之冤
本体,本质
被动,被迫
天崩地裂,天塌地陷
断发文身,断发纹身
突如其来,出乎意料
比翼齐飞,比翼双飞
擦脂抹粉,东涂西抹
遏制,扼制
兵器,刀兵
叱呵,叱喝
比及,等到
飞砂转石,飞沙走石
成王败寇,败则为虏
扼腕叹气,扼腕长叹
避重就轻,避实就虚
担雪填井,担雪填河
惩一戒百,惩一警百
不堪一击,摧枯拉朽
不理不睬,不揪不睬
乘隙而入,乘虚而入
吞刀刮肠,痛改前非
除旧迎新,除旧更新
尘寰,尘间
跌脚槌胸,跌脚捶胸
逢机立断,当机立断
跌荡,放诞
匆匆,仓卒
丹心,赤忱
表里山河,表里河山
憋屈,憋闷
不堪,不胜
璀璨,灿艳
抱头鼠窜,逃之夭夭
残虐,摧残
彻心彻骨,彻头彻尾
尝试,测验
风气,风尚
对不起,抱歉
筚门圭窬,筚门闺窬
乘舆播越,乘舆播迁
不生不灭,半死不活
托病,称疾
不甘落后,不甘示弱
通信,通讯
痛哭流涕,涕泗滂沱
团结,统一
桃李满天下,桃李遍天下
地方官,父母官
东床姣婿,东床娇客
赤地千里,不毛之地
大书特书,长篇大论
妥当,停当
不得善终,不得好死
不伤大体,不伤脾胃
不战而胜,兵不血刃
背离,背叛
保存,保全
方子,方剂
茶室,茶馆
不上不下,不上不落
不治自愈,不药而愈
胆战心摇,胆战心惊
富厚,丰富
妥协,调和
陈设,成列
兵强马壮,兵多将广
步步高升,步步登高
鄙视,鄙薄
分爨,分居
暴雨如注,大雨滂沱
纯粹,单纯
肥沃,丰富
不通时宜,不识时务
体恤,体贴
悲痛欲绝,悲不自胜
桃羞杏让,沉鱼落雁
拜见,拜会
不知就里,不知内情
惨酷,残酷
铁杵磨成针,铁杵成针
醇厚,淳厚
费尽心机,处心积虑
比喻,比方
伏法,伏诛
戴圆履方,戴天履地
涔涔,霏霏
调解,调动
分隔,分开
不破不立,废旧立新
秉公执法,不徇私情
成双作对,成双成对
土洋并举,土洋结合
不成才,不长进
得过且过,敷衍塞责
仇恨,痛恨
蜂拥而来,蜂拥而上
反咬一口,倒打一耙
遏制,停止
半身不遂,半身不摄
串同,通同
渤澥桑田,沧海桑田
凤凰于飞,比翼双飞
蔽聪塞明,不闻不问
必经之路,必由之路
不骄不躁,不卑不亢
当兵,从戎
车殆马烦,车烦马毙
垂纶,钓鱼
天翻地覆,沧海桑田
绷巴吊拷,绷扒吊拷
逃债,避债
睹物思人,触景生情
疼痛,痛楚
哺育,抚养
诚笃,成恳
调解,调处
陈腔滥调,陈词滥调
风光旖旎,风景旖旎
调三惑四,调三斡四
勃欝,勃郁
风流云散,分道扬镳
大功告成,大功毕成
刺探,打探
淘气,调皮
辩驳,反驳
放浪形骸,倜傥不羁
比照,对照
反省,反思
发上冲冠,发上指冠
大惊失色,瞠目而视
出色,突出
不消,不用
畅所欲言,推心置腹
垂耳下首,俯首帖耳
同日而语,等量齐观
百战不殆,不败之地
拔刀相助,打抱不平
吞没,吞噬
百废待举,百废待兴
否决,反对
放浪不羁,不拘形迹
不拘一格,不名一格
标记,标志
付之一笑,付诸一笑
风流蕴藉,风流儒雅
辅助,扶助
擦拳抹掌,蠢蠢欲动
不辞而别,逃之夭夭
发奋图强,发扬蹈厉
东食西宿,东奔西走
逮捕,捕获
天使,天神
不快不慢,不疾不徐
独创,创举
飞鹰走狗,飞鹰走犬
不伏水土,不服水土
碧波浩渺,风平浪静
不啻,不止
抵死漫生,抵死谩生
党同伐异,党同妒异
跺脚,顿脚
成家立业,创业兴家
大捷,大胜
杜门晦迹,杜门绝迹
动人心弦,动人心魄
不能,不行
变幻,变化
头破血流,头破血淋
逃避,躲藏
垂首帖耳,俯首贴耳
痴呆,白痴
赴蹈汤火,赴汤蹈火
存思,存神
同年而语,同年而校
大雅,风雅
褫职,辞职
词藻,词采
福气,福分
俯仰由人,俯仰随人
道乏,道劳
滴水穿石,持之以恒
天遂人愿,天随人愿
东飘西徙,东扬西荡
传达,通报
腾达飞黄,飞黄腾达
充数,凑数
避祸就福,避祸求福
单刀直入,刀刀见血
倒悬之急,倒悬之危
笔下超生,笔底超生
颠倒错乱,颠三倒四
遍地,到处
敝帚千金,敝帚自珍
风姿潇洒,风度翩翩
不衫不履,不拘细行
存而不论,避而不谈
不牧之地,不毛之地
钓名沽誉,钓誉沽名
白发苍苍,白发婆娑
愤时疾俗,愤世疾俗
反客为主,太阿倒持
陶鸡瓦犬,土鸡瓦犬
辍毫栖牍,成群逐队
坂上走丸,阪上走丸
出丧,出殡
单丝不线,独木不成林
额手称颂,额手称庆
探问,探访
唾壶击碎,唾壶击缺
殚思极虑,殚智竭力
出类拔萃,不同凡响
徒托空言,徒陈空文
废地,废墟
白日做梦,痴心妄想
泰然处之,泰然自若
呈现,体现
草率收兵,草草了事
大而无当,短小精悍
保持,保全
大相径庭,大有径庭
表里相济,表里相应
腐化,凋零
大亨,财主
慈悲,慈善
非常,非凡
喋喋不休,侈侈不休
东飘西荡,东飘西泊
堤溃蚁孔,堤溃蚁穴
倒持太阿,倒持泰阿
出乎意外,出乎预料
不时之需,不时之须
草行露宿,风餐露宿
包蕴,包含
发起,创议
成景,澄净
同伙,帮凶
不外,不过
不可,不行
不拘小节,不拘形迹
透澈,透辟
操劳,操持
餐风宿露,风尘仆仆
戳破,刺破
匪贼,土匪
称柴而爨,称薪而爨
才疏意广,才高意广
不知所厝,不知所措
编纂,编缀
调停,补救
飞驰,飞奔
舵手,船员
提拔,扶助
淡薄,淡泊
脱节,摆脱
徒托空言,托之空言
不苟言笑,道貌岸然
草野,草莽
边际,边缘
抵御,抵挡
督促,催促
川流不息,奔流不息
费事,费劲
翅膀,党羽
沧桑陵谷,沧海桑田
闭口结舌,闭口藏舌
烦琐,繁缛
奋袂而起,投袂而起
斗媚争妍,斗色争妍
坍塌,坍弛
背地,背后
天下,天地
提取,提炼
地方风味,别有风味
八音遏密,遏密八音
倒塌,崩裂
鹗荐,鹗表
垂头上气,低首下心
风云突变,阪上走丸
避难,遁迹
屠龙之伎,屠龙之技
挑拨离间,乘间投隙
风云突变,风云变幻
反常,变态
妨害,防碍
不足齿数,不足挂齿
铲除,拔除
提拔,拔擢
沉默不语,沉默寡言
地契,方单
倍道兼进,倍道兼行
背信,背约
飞短流长,拨弄是非
奉行,推行
包容,大度
偷鸡摸狗,不干不净
犯法,犯警
吹毛索垢,吹毛索疵
辩白,辩护
草率,敷衍
同心同德,同心一德
顶天立地,顶天踵地
筚路褴褛,风餐露宿
凤皇于飞,凤皇于蜚
豆割,分割
甜言美语,甜言蜜语
奉养,服待
风流倜傥,风流潇洒
捶胸跌脚,捶胸跌足
变更,变换
低三下四,俯首帖耳
投桃报李,报李投桃
福喜,福禧
成本,本钱
比目连枝,比翼连枝
肥美,肥壮
童真,童趣
东摇西摆,东歪西倒
步伐,步履
涂歌巷舞,涂歌里抃
探究,探讨
存心不良,别有用心
罢休,放胆
沉睡,甜睡
杜渐防微,杜渐防萌
醋坛子,醋罐子
酬金,报酬
恩情,恩义
不刊之论,颠扑不破
天南地北,天南海北
敦朴,淳厚
佛头加秽,佛头著粪
抽噎,啜泣
顶峰,巅峰
纷纷,纷繁
天壤悬隔,天壤之别
覆蕉寻鹿,覆鹿寻蕉
恶名,臭名
推到,打倒
聪明伶俐,百伶百俐
丢丑,丢脸
风马牛不相干,风马牛不相及
措置,处理
被褐胚玉,被褐怀珠
磋磨,磋商
沸反盈天,沸沸扬扬
分心,分神
鼻青眼肿,鼻青脸肿
盗世欺名,钓名欺世
点金作铁,点金成铁
奉养,服侍
戳穿,洞穿
坦白,坦荡
颓垣断壁,残垣断壁
贪得无厌,得寸进尺
大相径庭,方枘圆凿
放之四海而皆准,放诸四海而皆准
称呼,称号
透露,吐露
阐述,发挥
投桃报李,桃来李答
富足,富有
掣襟肘见,掣襟露肘
方便,便利
东睃西望,东瞧西望
粗犷,粗豪
不稂不莠,不郎不秀
筚路蓝缕,荜路蓝缕
抵抗,不屈
不凡,非凡
甜言软语,甜言蜜语
倒塌,坍毁
半月,肥
宾朋迎门,宾客盈门
暴风骤雨,风狂雨骤
笨鸟先飞,钝学累功
沉吟不语,沉默寡言
大事去矣,大势已去
低洼,陡立
不屈不挠,奋不顾身
风雨萧条,风雨凄凄
剥肤椎髓,剥肤锥髓
焚琴煮鹤,对花啜茶
堂堂正正,大公至正
痛苦,痛楚
点窜,窜改
返朴归真,反朴还淳
草率从事,草率行事
分条析理,条分缕析
长辔远御,长驾远驭
法不阿贵,铁面无私
德威并用,恩威并重
百年大计,长计远虑
卑辞厚币,卑辞重币
风微浪稳,风平浪静
不到黄河心不死,不到乌江不尽头
臭名昭著,臭名远扬
胆小,胆怯
初创,草创
财务,财政
从头,从新
土鸡瓦狗,土鸡瓦犬
打败,打倒
兔起凫举,兔起鹘落
饭铺,饭店
不容分说,不容置辩
不唯,不惟
葱郁,葱茏
同心同德,团结一心
多艺多才,多材多艺
粗笨,粗劣
大肆渲染,大张旗鼓
端详,端量
天上石麟,天上麒麟
鼎盛,腾达
风中秉烛,风中之烛
弹无虚发,不失毫厘
备案,登记
桃李不言，下自成行,桃李不言，下自成蹊
大肆,大力
博见多闻,博览五车
承袭,承继
发愤图强,奋发图强
饿虎扑羊,饿虎扑食
春晖寸草,寸草春晖
大雅,大方
蝉联,顶真
笔酣墨饱,笔饱墨酣
卑鄙下作,卑鄙无耻
不分胜负,不分胜败
壁垒分明,壁垒森严
端详,打量
东窗事发,图穷匕首见
同意,答允
坦然自若,不慌不忙
出师,出兵
丹心碧血,碧血丹心
彻里彻外,彻头彻尾
发怵,忐忑
查考,覆按
报告,呈文
草木皆兵,八公草木
不甘落后,标新立异
淡薄,澹泊
恶衣恶食,恶衣粝食
天空,天外
敦世厉俗,敦风厉俗
鼻塌嘴歪,鼻塌脣青
定价,订价
定亲,订婚
东睃西望,东张西望
抱火卧薪,抱火寝薪
透顶,彻底
大北,大败
度长絜大,度长絜短
不容争辩,不容置疑
春暖花开,春光明媚
多愁善感,多情善感
吃口烧城,赤舌烧城
草率,搪塞
风和日暖,风和日暄
表扬,褒奖
惩治,惩办
发胀,丰满
斗艳争妍,斗艳争辉
大惊失色,怛然失色
痛快,得意
耳环,耳饰
东床,半子
抽丁拔楔,拔丁抽楔
天命,定数
推重,推崇
不置褒贬,不置可否
阐明,发挥
地丑德齐,不相上下
挑拨离间,穿针引线
投诚,投降
打垮,粉碎
差异,不同
不分胜负,雌雄未决
土沟,地沟
不可胜数,不可胜计
八字没一撇,八字没见一撇
但是,不过
推荐,推举
不幸,倒霉
避难,出亡
反悔,翻悔
苍翠欲滴,葱翠欲滴
登程,出发
纯碎,地道
通行无阻,畅通无阻
此起彼伏,此伏彼起
天假之年,天假其年
聪明伶俐,冰雪聪明
奔命,逃命
妥当,得当
大族,富家
喋喋不休,滔滔不绝
称孤道寡,道寡称孤
发财,发家
反宾为主,太阿倒持
打尖,打顶
篡改,窜改
托辞,托故
大醇小疵,白壁微瑕
不分彼此,不分畛域
沉寂,沉静
风浪,风波
东倒西歪,东歪西倒
迟疑不定,迟疑不决
避坑落井,佛头着粪
辐照,辐射
变生不测,飞来横祸
撤职,罢黜
头痛脑热,头痛额热
博士买驴,不胜其烦
透澈,澈底
添枝接叶,添油加醋
吐旧容新,吐故纳新
打凤捞龙,打凤牢龙
才华横溢,才华超众
慈祥,慈善
钉嘴铁舌,铁嘴钢牙
包围,覆盖
并驾齐驱,并肩前进
保障,保证
不遑暇食,废寝忘食
晨光熹微,东方欲晓
大谬不然,大错特错
妥当,妥帖
吞吞吐吐,半吞半吐
称孤道寡,称王称帝
弹指之间,昙花一现
大相径庭,大是大非
布景,背景
仓皇,仓猝
非常,特等
等闲视之,掉以轻心
驳倒,反驳
步队,队伍
胆小如鼠,胆小怕事
防患未然,绸缪桑土
白手起家,赤手空拳
风轻云净,风轻云淡
屠夫,屠户
诚惶诚惧,诚惶诚恐
创始,创举
房东,房主
甜密,甜美
悲天悯人,大慈大悲
粗衣粝食,恶衣薄食
跋山涉水,长途跋涉
出类拔萃,不可多得
闭门不出,闭门自守
怅然,怅惘
长眠,长逝
噩耗,恶耗
风气,风俗
不待蓍蔡,不待蓍龟
便宜施行,便宜行事
痴呆,呆板
博学多才,博大精深
道不拾遗,弊绝风清
淡薄,淡漠
不可向迩,不可接近
傍人篱壁,傍人篱落
道高德重,德高望重
发抖,抖动
投契,投机
断凫续鹤,断鹤续凫
到差,赴任
博闻强识,博闻强记
惩处,惩办
并存不悖,并行不悖
杜绝后患,除恶务尽
迟误,耽延
臭名昭着,臭名远扬
乘热打铁,趁热打铁
涕泗纵横,涕泗横流
编纂,编写
调谢,凋落
坦然自若,处事不惊
鄙弃,唾弃
窜匿,逃匿
才貌双全,才貌过人
吐哺辍洗,吐哺握发
飞谋荐谤,飞谋钓谤
尔虞我诈,尔诈我虞
包羞忍耻,包羞忍辱
彻夜,通宵
雕梁画栋,雕栏玉砌
投间抵隙,投隙抵罅
贪婪,贪心
出类拔萃,出人头地
彪昺,彪炳
否极阳回,否极泰来
豆乳,豆浆
操演,操练
半数,对折
飞鹰奔犬,飞鹰走马
恫瘝在身,痌瘝在抱
大功告成,大事完毕
对比,反差
对联,春联
体格,体魄
电炮火石,风驰电掣
不服,不平
天道好还,天理循环
丹书白马,丹书铁契
屙金尿银,屙金溺银
当选,被选
版块,版本
不必,不用
愁眉锁眼,愁眉苦脸
飞翔,飞腾
斥候,标兵
不声不响,不声不吭
通今博古,通古博今
叠床架屋,床上安床
跋山涉水,风尘仆仆
不成材,不长进
断梗流萍,断梗浮萍
粉身碎骨,奋不顾身
垂涎欲滴,垂涎欲滴
遁入空门,遁迹空门
不然,否则
风驰电击,风驰霆击
短处,弊端
地广人稀,地广人希
带累,拖累
到处为家,断梗飘萍
躲避,躲藏
词藻,词华
挑战,挑拨
簇拥,蜂涌
道同契合,道同志合
丰烈伟绩,丰功伟绩
头痒搔跟,头痛医脚
方外之人,方外之士
涕泪交加,涕泗横流
剥夺,褫夺
停工,罢工
放虎归山,放虎遗患
趁便,趁机
出色,超卓
打开天窗说亮话,打开窗户说亮话
避重就轻,避难就易
袒护,保护
分解,分化
包管,保证
得悉,得知
挺立,挺拔
陈腐,陈旧
独行独断,独断专行
听天安命,听天任命
通例,常规
倒屣相迎,倒屣迎宾
惩戒,惩责
粗枝大叶,丢三拉四
大显身手,大有作为
超然物外,超然象外
梯山航海,登山渡海
保藏,储藏
惨淡,惨然
调解,调剂
抬高,吹捧
腾跃,腾踊
停息,停顿
出丑,丢脸
发怒冲冠,发上指冠
脱节,脱离
大失所望,大失人望
徒手空拳,赤手空拳
同一,统一
粗俗浅薄,鄙俚浅陋
雕虫小技,雕虫薄技
推波助浪,推波助澜
处决,处斩
附耳低言,附耳密谈
分斤掰两,分金掰两
雕虫小技,雕虫篆刻
负嵎,负隅
炳如日星,炳若日星
投机取巧,投机倒把
穿破,洞穿
粗茶淡饭,布衣蔬食
封妻荫子,拔宅飞升
赌钱,赌博
斗嘴,辩论
癫狂,发疯
剃发,剃头
出售,发售
不通时宜,不合时宜
部署,摆设
比量齐观,等量齐观
察察为明,察察而明
标的,对象
风木之悲,风木含悲
豺狼当道,长夜漫漫
图为不轨,图作不轨
捣乱,扯后腿
宠爱,恩宠
从前,当年
天堑长江,长江天堑
半间不界,不三不四
赤胆忠心,碧血丹心
飞沙走砾,飞砂扬砾
尘寰,凡间
发表,颁发
投奔,投靠
透露,败露
地主,田主
大人先生,大人君子
亭亭玉立,风仪玉立
独辟蹊径,别树一帜
大半,泰半
赌钱,打赌
拨云撩雨,拨雨撩云
贪图,打算
丰姿绰约,丰神绰约
发呆,发愣
不屈不挠,百折不挠
荡漾,泛动
锄奸,除奸
春暖花开,春回大地
同伴,伴侣
沉溺,陶醉
同等,等同
标的,方向
悲痛欲绝,悲恸欲绝
布匹,布疋
敷陈,陈说
丑态百出,出乖露丑
分摊,分担
殚思极虑,殚精竭虑
二缶钟惑,二缶锺惑
不顾一切,不顾死活
躲债,避债
不断,不休
病病歪歪,病病殃殃
体谅,体贴
餐风咽露,餐风饮露
分解,分析
复盆难照,覆盆之冤
飞短流长,蜚短流长
筹办,操办
车载斗量,不可偻指
唇揭齿寒,巢毁卵破
断袖之癖,断袖余桃
聪颖,聪惠
傅粉施朱,涂脂抹粉
大家风范,大将风度
鼎足而三,鼎足三分
才华横溢,才华盖世
充任,充当
头前,头里
抬头挺胸,八面威风
出人意料,出乎预料
夺目,刺眼
囤积居奇,屯积居奇
低三下四,低首下心
喋喋不休,刺刺不休
卑鄙龌龊,卑鄙无耻
表露,吐露
坦然自若,不动声色
负地矜才,负材矜地
逃遁,逃跑
脱手,动手
不言而谕,不言而喻
托辞,托言
贪赃舞弊,贪赃枉法
同床异梦,分崩离析
退回,奉还
闭目塞听,听而不闻
垂头丧气,低首下心
法令,法律解释
悲观失望,楚囚对泣
标记,标帜
锋芒毕露,霸气外露
暴饮暴食,大吃大喝
当耳边风,风吹马耳
不足齿数,不在话下
贪多务得,得寸进尺
听道途说,道听途说
出乖弄丑,出乖露丑
恬言柔舌,甜言蜜语
哺糟啜醨,餔糟歠漓
脱色,褪色
抚今思昔,抚今痛昔
出类拔萃,天之骄子
脱缰之马,脱缰野马
丰硕,丰富
不留余地,不动声色
坦白,坦率
奋勇向前,挺身而出
垂头丧气,嗒焉自丧
淘气,捣蛋
悲喜交加,百感交集
倒映,反照
矗立,挺拔
雕谢,凋零
吹嘘,吹牛
负老提幼,扶老携幼
天道好还,法网恢恢
阐扬,发挥
成百上千,成千累万
打扮,服装
剥极则复,剥极必复
才疏德薄,才轻德薄
倍日并行,倍道兼行
繁冗,繁忙
八仙过海,八仙过海
附赘悬疣,繁文缛节
分茅列土,分茅裂土
幅员辽阔,地大物博
诚意,诚心
土阶茅屋,土阶茅茨
八仙过海，,八仙过海，各显神通
天网恢恢,天罗地网
波澜,波浪
庇护,坦护
逃窜,兔脱
愤恨,愤懑
冲锋,冲击
变革,变化
不足为训,不足为法
白昼,白日
飞扬跋扈,不可一世
昌隆,繁荣
寸丝不挂,赤身裸体
闭境自守,闭关自守
保障,保险
本领,本事
吞并,吞噬
奔走呼号,奔走相告
不强,不彊
东抹西涂,东涂西抹
兵戈,打仗
不矜细行,不拘细行
图利,投机
田野,田地
别具只眼,别具慧眼
痛心刻骨,痛心入骨
大开,敞开
吊丧,吊问
敷陈,陈述
百废待举,百端待举
颓垣败壁,颓垣败井
白手起家,成家立业
不屑一顾,嗤之以鼻
反攻,反扑
嘀咕,沉吟
不僧不俗,不三不四
拨万论千,拨万轮千
百年树人,百载树人
投井下石,投石下井
昌隆,昌盛
替代,代替
淳朴,敦厚
川流不息,纷至杳来
大智若愚,不露锋芒
垂头丧气,愁眉苦脸
裁云剪水,裁月镂云
沉醉,沉浸
怅然若失,怆然涕下
推诚置腹,推心置腹
赴火蹈刃,赴汤蹈火
风急浪高,波涛汹涌
惩羹吹虀,惩羹吹齑
惨恻,惨怆
斗筲之人,斗筲之辈
长期打算,长算远略
边关,边域
天夺之魄,天夺其魄
恩将仇报,倒戈一击
愁肠百结,愁肠寸断
大辩不言,大辩若讷
烽火,点火
桃之夭夭,逃之夭夭
丹青,图画
别名,别号
迟延,担搁
谭天说地,谈天说地
福寿绵绵,福寿绵长
池鱼之祸,池鱼遭殃
打破沙锅璺到底,打破沙锅问到底
探幽索隐,探赜索隐
焚烧,点燃
桃蹊柳曲,桃蹊柳陌
闭门谢客,闭门却扫
都邑,都市
从天而降,突出其来
避君三舍,退避三舍
脆弱,薄弱
斗而铸兵,斗而铸锥
此后,尔后
德才兼备,才德兼备
特务,特工
胆战心摇,胆战心慌
抱残守缺,封己守残
复活,复生
不容置喙,不许插嘴
贪生怕死,奋不顾身
不露神色,不露声色
二心,贰心
服从,听从
徒拥虚名,徒负虚名
擦抹,擦拭
差遣,吩咐
本立道生,端本正源
拔帜易帜,拔旗易帜
发源,发祥
痛心切骨,痛心入骨
低三下四,俯首贴耳
冰消冻释,冰解冻释
飞蛾投火,飞蛾扑火
发芽,抽芽
飞刍挽粮,飞刍挽粟
大宗,大量
馋涎欲滴,垂涎欲滴
东山再起,东山复起
除残去秽,除暴安良
别有洞天,别有天地
非分之想,痴心妄想
成王败寇,成则为王
低头,俯首
长远,长期
报仇雪恨,报仇雪耻
不落俗套,不同凡响
不苟言笑,成熟稳重
豺狼当道,豺狼塞路
顿脚捶胸,顿足捶胸
调节,调剂
残军败将,残兵败将
东拉西扯,巴三览四
铁板铜弦,铜琶铁板
天佑,天助
点石成金,点铁成金
办法,方法
白首无成,白首空归
城门失火，殃及池鱼,城门鱼殃
分配,分拨
大惊失色,大吃一惊
抵御,抵拒
闭门谢客,闭关自守
贪图,图谋
粉身碎骨,出生入死
倘使,倘若
耳染目濡,耳濡目击
才气过人,才气无双
出类拔萃,拔群出萃
头上安头,床上安床
百万雄兵,百万雄师
天南地北,不着边际
断墨残楮,断简残编
八拜为交,八拜之交
不经之语,不经之谈
不可言传,不可言宣
调停,调处
退换,调动
大公无私,冰清玉洁
百花争妍,繁花似锦
东张西觑,东张西望
宝塔,浮屠
错杂,纷乱
八面受敌,楚歌四面
暴徒,大盗
百思不解,百思不得其解
传风搧火,推波助澜
凡夫俗子,等闲之辈
絺章绘句,絺辞绘句
雠敌,仇敌
洞开,敞开
宠爱,痛爱
沉溺,沉进
杜门却扫,杜门谢客
他人,别人
不偏不倚,持平之论
捶胸顿足,痛心疾首
仿照,仿效
蠹国殃民,蠹国害民
吹箫乞食,吹篪乞食
打扮,粉饰
冰冷,冰凉
残渣余孽,残兵败将
店主,店东
分管,分担
疼,痛念
辞退,除名
涕泗流涟,涕泗横流
不分轩轾,不分伯仲
逃亡,出亡
甜蜜,甜美
抽泣,啜泣
本心,本旨
悲泗淋漓,涕泗横流
操之过切,操之过急
独力难持,独木难支
焚琴煮鹤,背山造屋
东讨西征,东讨西伐
淘沙取金,淘沙得金
反水,倒戈
大亨,富翁
敦朴,敦厚
悲观,颓废
捕风捉影,不足为凭
葱郁,葱翠
不远万里,不远千里
淡然处之,淡泊明志
从头至尾,彻头彻尾
飞短流长,拨乱视听
地老天荒,天老地荒
电光石火,昙花一现
背恩弃义,背恩忘义
传颂,传诵
笔陡,陡峻
卑不足道,卑卑不足道
堆积,堆集
冰消冻释,冰消冻解
咄咄逼人,不可一世
对手,敌手
抚今思昔,抚今悼昔
半吐半露,半吞半吐
成王败寇,败则为寇
参军,从军
布被瓦器,粗衣淡食
财主,富翁
不够,不敷
赤子之心,碧血丹心
奋发向上,奋发图强
从前,畴前
补助,扶助
粉妆银砌,粉妆玉砌
谈论,辩论
糖衣炮弹,甜言蜜语
不刊之论,天经地义
同窗,同学
不拘一格,布局那么
大喊大叫,大呼小叫
蜩沸,鼎沸
别创新格,标新立异
扼守,把守
叹伤,悲叹
齿若编贝,齿如含贝
从容自如,从容自若
不上不下,不郎不秀
不治之症,表示治不好的绝症
不堪造就,不宜深造
不顾安危,不顾死活
对联,对子
亭亭玉立,婷婷玉立
退职,辞职
哺育,哺养
打架,打斗
草菅人命,草薙禽狝
粗心大意,草率将事
半文不白,半文半白
唇亡齿寒,巢毁卵破
滔滔不竭,滔滔不绝
背面,背后
步行,步碾儿
迟徊观望,迟疑观望
大权独揽,大权在握
挫折,妨碍
负险固守,负隅顽抗
白黑不分,白黑颠倒
百不获一,百里挑一
同气相求,臭味相投
挑剔,褒贬
把持不住,把持不定
拔地摇山,地动山摇
沉灶产蛙,沉灶生蛙
鼎镬刀锯,刀锯鼎镬
保存,保管
暴露无遗,图穷匕见
托骥之蝇,讬骥之蝇
逃走,脱逃
废品,副品
奔跑,飞跑
呆笨,呆板
甜言美语,甜言媚语
符号,标志
佛教,佛教
拔本塞源,釜底抽薪
符号,标记
遁词,托词
蔽聪塞明,蔽明塞聪
头等,头号
顶嘴,顶撞
不以为耻,恬不知耻
头疼脑热,头痛额热
传颂,传扬
坦白,坦直
恶意中伤,恶语中伤
擦掌摩拳,蠢蠢欲动
碉堡,堡垒
