信口开喝,信口开河
摇荡,摇摆
荣华,兴旺
洗手不干,洗心革面
举目无亲,鳏寡孤独
骄奢放逸,骄奢淫逸
寻花问柳,寻花觅柳
渐至佳境,渐入佳境
日薄西山,日薄崦嵫
涎脸涎皮,嘻皮涎脸
语言,言语
移交,交卸
越发,尤其
进修,研习
一呼百诺,一呼百应
先斩后奏,先行后闻
每每,经常
交纳,缴纳
惊涛巨浪,惊涛怒浪
选定,选择
以暴制暴,以杀去杀
孺慕,仰望
毅力,意志
傲卒多降,骄兵必败
挨挨挤挤,密密麻麻
雨伞,雨遮
昂首挺胸,昂首挺立
暗语,隐语
斜阳,夕照
优越,优胜
依样葫芦,萧规曹随
鱼贯而行,鱼贯而入
相易,交换
藐视,小视
木柴,木料
家喻户晓,家弦户诵
现状,近况
人命危浅,日落西山
人中之龙,人中龙虎
险阻艰难,艰难险阻
绝对,一律
兴衰,兴替
一蹶不振,一蹶不兴
鹰视狼步,鹰视虎步
一支半节,一肢半节
妖怪,妖魔
先见,预知
热熬翻饼,举手之劳
险象迭生,险象环生
敬拜,祭祀
疑惑,疑忌
诒燕,诒谋
凶服,孝服
一叶障目,掩耳盗铃
季布一诺,一诺千金
明察暗访,明查暗访
人给家足,家给人足
疑惑不解,迷惑不解
乜乜些些,乜乜斜斜
序文,小序
鸡犬不惊,夜不闭户
季世,末世
心花怒放,心花怒发
一应而上,一哄而起
营利,谋利
扬武耀威,宣威耀武
举重若轻,游刃有余
鱼龙混杂,鱼目混珠
小题大做,小题大作
绝圣弃智,绝圣弃知
家园,乡里
云消雾散,烟消云散
一成不易,原封不动
一无所得,一无所取
也许,兴许
假货,赝品
接壤,交界
满意,偃意
借尸还阳,借尸还魂
相持,僵持
满不在乎,满不在意
茫无边际,漫无边际
心满愿足,心满意足
鸡肠狗肚,小肚鸡肠
极力模仿,马首是瞻
议论,舆论
语无伦次,言无伦次
邈以山河,邈若河山
洗垢求瘢,洗垢索瘢
僦舍,僦屋
计行言听,言听计从
源头,源流
拘留,拘捕
冤家路窄,狭路相逢
爱不释手,爱不忍释
迷而不反,迷而不返
精品,样板
相敬如宾,相亲相爱
心惊胆落,心惊胆战
门不夜关,夜不闭户
搢绅之士,搢绅先生
兴致,兴味
魔鬼,妖魔
聚米为山,聚米为谷
鞅鞅不乐,闷闷不乐
目瞪舌挢,目瞪口呆
记挂,系念
心裁,机杼
宣告,揭晓
